Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
IG,Government Expenditure,231,United States of America,6184,"Value US$, 2015 prices",23161,"Agriculture, forestry, fishing (Central Government)",2017,2017,million USD,21569.97
IG,Government Expenditure,231,United States of America,6111,Share of Total Expenditure,23161,"Agriculture, forestry, fishing (Central Government)",2017,2017,%,0.86
IG,Government Expenditure,231,United States of America,6224,Value Standard Local Currency,23162,"Agriculture, forestry, fishing, Recurrent (Central Government)",2015,2015,million SLC,21600
IG,Government Expenditure,231,United States of America,6110,Value US$,23162,"Agriculture, forestry, fishing, Recurrent (Central Government)",2015,2015,million USD,21600
IG,Government Expenditure,231,United States of America,6184,"Value US$, 2015 prices",23162,"Agriculture, forestry, fishing, Recurrent (Central Government)",2015,2015,million USD,21600
IG,Government Expenditure,231,United States of America,6224,Value Standard Local Currency,23162,"Agriculture, forestry, fishing, Recurrent (Central Government)",2016,2016,million SLC,23000
IG,Government Expenditure,231,United States of America,6110,Value US$,23162,"Agriculture, forestry, fishing, Recurrent (Central Government)",2016,2016,million USD,23000
IG,Government Expenditure,231,United States of America,6184,"Value US$, 2015 prices",23162,"Agriculture, forestry, fishing, Recurrent (Central Government)",2016,2016,million USD,22771.78
IG,Government Expenditure,231,United States of America,6224,Value Standard Local Currency,23162,"Agriculture, forestry, fishing, Recurrent (Central Government)",2017,2017,million SLC,22200
IG,Government Expenditure,231,United States of America,6110,Value US$,23162,"Agriculture, forestry, fishing, Recurrent (Central Government)",2017,2017,million USD,22200
IG,Government Expenditure,231,United States of America,6184,"Value US$, 2015 prices",23162,"Agriculture, forestry, fishing, Recurrent (Central Government)",2017,2017,million USD,21569.97
IG,Government Expenditure,231,United States of America,6224,Value Standard Local Currency,23165,"Agriculture, Recurrent (Central Government)",2015,2015,million SLC,21600
IG,Government Expenditure,231,United States of America,6110,Value US$,23165,"Agriculture, Recurrent (Central Government)",2015,2015,million USD,21600
IG,Government Expenditure,231,United States of America,6184,"Value US$, 2015 prices",23165,"Agriculture, Recurrent (Central Government)",2015,2015,million USD,21600
IG,Government Expenditure,231,United States of America,6224,Value Standard Local Currency,23165,"Agriculture, Recurrent (Central Government)",2016,2016,million SLC,23000
IG,Government Expenditure,231,United States of America,6110,Value US$,23165,"Agriculture, Recurrent (Central Government)",2016,2016,million USD,23000
IG,Government Expenditure,231,United States of America,6184,"Value US$, 2015 prices",23165,"Agriculture, Recurrent (Central Government)",2016,2016,million USD,22771.78
IG,Government Expenditure,231,United States of America,6224,Value Standard Local Currency,23165,"Agriculture, Recurrent (Central Government)",2017,2017,million SLC,22200
IG,Government Expenditure,231,United States of America,6110,Value US$,23165,"Agriculture, Recurrent (Central Government)",2017,2017,million USD,22200
IG,Government Expenditure,231,United States of America,6184,"Value US$, 2015 prices",23165,"Agriculture, Recurrent (Central Government)",2017,2017,million USD,21569.97
IG,Government Expenditure,231,United States of America,6131,SDG 2.a.1: Agriculture share of Gov’t expenditures,2304,SDG 2.a.1: Highest Government level,2015,2015,%,0.39
IG,Government Expenditure,231,United States of America,6197,SDG 2.a.1: Agriculture Orientation Index (AOI) for Government Expenditure,2304,SDG 2.a.1: Highest Government level,2015,2015,,0.4
IG,Government Expenditure,231,United States of America,6131,SDG 2.a.1: Agriculture share of Gov’t expenditures,2304,SDG 2.a.1: Highest Government level,2016,2016,%,0.41
IG,Government Expenditure,231,United States of America,6197,SDG 2.a.1: Agriculture Orientation Index (AOI) for Government Expenditure,2304,SDG 2.a.1: Highest Government level,2016,2016,,0.46
IG,Government Expenditure,231,United States of America,6131,SDG 2.a.1: Agriculture share of Gov’t expenditures,2304,SDG 2.a.1: Highest Government level,2017,2017,%,0.39
IG,Government Expenditure,231,United States of America,6197,SDG 2.a.1: Agriculture Orientation Index (AOI) for Government Expenditure,2304,SDG 2.a.1: Highest Government level,2017,2017,,0.43
