Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),367,Asparagus,2016,2016,1000 USD,92108
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),367,Asparagus,2017,2017,1000 USD,93010
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),572,Avocados,2015,2015,1000 Int$,189762
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),572,Avocados,2016,2016,1000 Int$,114393
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),572,Avocados,2017,2017,1000 Int$,155518
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),572,Avocados,2015,2015,1000 SLC,432743
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),572,Avocados,2016,2016,1000 SLC,375461
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),572,Avocados,2017,2017,1000 SLC,394152
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),572,Avocados,2015,2015,1000 SLC,495345
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),572,Avocados,2016,2016,1000 SLC,298607
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),572,Avocados,2017,2017,1000 SLC,405957
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),572,Avocados,2015,2015,1000 USD,432743
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),572,Avocados,2016,2016,1000 USD,375461
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),572,Avocados,2017,2017,1000 USD,394152
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),572,Avocados,2015,2015,1000 USD,495345
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),572,Avocados,2016,2016,1000 USD,298607
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),572,Avocados,2017,2017,1000 USD,405957
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),486,Bananas,2015,2015,1000 Int$,1936
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),486,Bananas,2016,2016,1000 Int$,1204
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),486,Bananas,2017,2017,1000 Int$,1074
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),486,Bananas,2015,2015,1000 SLC,10946
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),486,Bananas,2016,2016,1000 SLC,7543
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),486,Bananas,2017,2017,1000 SLC,6073
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),486,Bananas,2015,2015,1000 SLC,10969
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),486,Bananas,2016,2016,1000 SLC,6826
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),486,Bananas,2017,2017,1000 SLC,6086
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),486,Bananas,2015,2015,1000 USD,10946
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),486,Bananas,2016,2016,1000 USD,7543
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),486,Bananas,2017,2017,1000 USD,6073
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),486,Bananas,2015,2015,1000 USD,10969
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),486,Bananas,2016,2016,1000 USD,6826
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),486,Bananas,2017,2017,1000 USD,6086
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),44,Barley,2015,2015,1000 Int$,909014
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),44,Barley,2016,2016,1000 Int$,848002
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),44,Barley,2017,2017,1000 Int$,607676
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),44,Barley,2015,2015,1000 SLC,1185106
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),44,Barley,2016,2016,1000 SLC,992395
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),44,Barley,2017,2017,1000 SLC,639409
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),44,Barley,2015,2015,1000 SLC,1127561
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),44,Barley,2016,2016,1000 SLC,1051881
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),44,Barley,2017,2017,1000 SLC,753775
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),44,Barley,2015,2015,1000 USD,1185106
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),44,Barley,2016,2016,1000 USD,992395
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),44,Barley,2017,2017,1000 USD,639409
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),44,Barley,2015,2015,1000 USD,1127561
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),44,Barley,2016,2016,1000 USD,1051881
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),44,Barley,2017,2017,1000 USD,753775
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),176,"Beans, dry",2015,2015,1000 Int$,1041425
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),176,"Beans, dry",2016,2016,1000 Int$,992398
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),176,"Beans, dry",2017,2017,1000 Int$,984234
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),176,"Beans, dry",2015,2015,1000 SLC,822495
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),176,"Beans, dry",2016,2016,1000 SLC,838456
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),176,"Beans, dry",2017,2017,1000 SLC,760540
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),176,"Beans, dry",2015,2015,1000 SLC,891719
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),176,"Beans, dry",2016,2016,1000 SLC,849739
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),176,"Beans, dry",2017,2017,1000 SLC,842749
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),176,"Beans, dry",2015,2015,1000 USD,822495
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),176,"Beans, dry",2016,2016,1000 USD,838456
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),176,"Beans, dry",2017,2017,1000 USD,760540
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),176,"Beans, dry",2015,2015,1000 USD,891719
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),176,"Beans, dry",2016,2016,1000 USD,849739
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),176,"Beans, dry",2017,2017,1000 USD,842749
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),1183,Beeswax,2015,2015,1000 Int$,8722
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),1183,Beeswax,2016,2016,1000 Int$,8690
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),1183,Beeswax,2017,2017,1000 Int$,8665
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),552,Blueberries,2015,2015,1000 Int$,628568
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),552,Blueberries,2016,2016,1000 Int$,666293
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),552,Blueberries,2017,2017,1000 Int$,582042
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),552,Blueberries,2015,2015,1000 SLC,823253
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),552,Blueberries,2016,2016,1000 SLC,724301
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),552,Blueberries,2017,2017,1000 SLC,1135622
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),552,Blueberries,2015,2015,1000 SLC,774737
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),552,Blueberries,2016,2016,1000 SLC,821234
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),552,Blueberries,2017,2017,1000 SLC,717391
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),552,Blueberries,2015,2015,1000 USD,823253
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),552,Blueberries,2016,2016,1000 USD,724301
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),552,Blueberries,2017,2017,1000 USD,1135622
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),552,Blueberries,2015,2015,1000 USD,774737
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),552,Blueberries,2016,2016,1000 USD,821234
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),552,Blueberries,2017,2017,1000 USD,717391
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),420,"Broad beans and horse beans, green",2015,2015,1000 Int$,20349
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),420,"Broad beans and horse beans, green",2016,2016,1000 Int$,20434
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),420,"Broad beans and horse beans, green",2017,2017,1000 Int$,20344
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),420,"Broad beans and horse beans, green",2015,2015,1000 SLC,70499
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),420,"Broad beans and horse beans, green",2016,2016,1000 SLC,70795
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),420,"Broad beans and horse beans, green",2017,2017,1000 SLC,70482
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),420,"Broad beans and horse beans, green",2015,2015,1000 USD,70499
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),420,"Broad beans and horse beans, green",2016,2016,1000 USD,70795
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),420,"Broad beans and horse beans, green",2017,2017,1000 USD,70482
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),89,Buckwheat,2015,2015,1000 Int$,26594
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),89,Buckwheat,2016,2016,1000 Int$,26626
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),89,Buckwheat,2017,2017,1000 Int$,26442
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),358,Cabbages,2015,2015,1000 Int$,208252
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),358,Cabbages,2016,2016,1000 Int$,229097
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),358,Cabbages,2017,2017,1000 Int$,245915
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),358,Cabbages,2015,2015,1000 SLC,388964
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),358,Cabbages,2016,2016,1000 SLC,448034
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),358,Cabbages,2017,2017,1000 SLC,472279
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),358,Cabbages,2015,2015,1000 SLC,402692
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),358,Cabbages,2016,2016,1000 SLC,442999
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),358,Cabbages,2017,2017,1000 SLC,475521
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),358,Cabbages,2015,2015,1000 USD,388964
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),358,Cabbages,2016,2016,1000 USD,448034
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),358,Cabbages,2017,2017,1000 USD,472279
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),358,Cabbages,2015,2015,1000 USD,402692
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),358,Cabbages,2016,2016,1000 USD,442999
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),358,Cabbages,2017,2017,1000 USD,475521
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),568,Cantaloupes and other melons,2015,2015,1000 Int$,294746
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),568,Cantaloupes and other melons,2016,2016,1000 Int$,324321
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),568,Cantaloupes and other melons,2017,2017,1000 Int$,319234
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),568,Cantaloupes and other melons,2015,2015,1000 SLC,337817
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),568,Cantaloupes and other melons,2016,2016,1000 SLC,335407
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),568,Cantaloupes and other melons,2017,2017,1000 SLC,359926
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),568,Cantaloupes and other melons,2015,2015,1000 SLC,341745
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),568,Cantaloupes and other melons,2016,2016,1000 SLC,376036
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),568,Cantaloupes and other melons,2017,2017,1000 SLC,370137
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),568,Cantaloupes and other melons,2015,2015,1000 USD,337817
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),568,Cantaloupes and other melons,2016,2016,1000 USD,335407
QV,Value of Agricultural Production,231,United States of America,57,Gross Production Value (current thousand US$),568,Cantaloupes and other melons,2017,2017,1000 USD,359926
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),568,Cantaloupes and other melons,2015,2015,1000 USD,341745
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),568,Cantaloupes and other melons,2016,2016,1000 USD,376036
QV,Value of Agricultural Production,231,United States of America,58,Gross Production Value (constant 2014-2016 thousand US$),568,Cantaloupes and other melons,2017,2017,1000 USD,370137
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),426,Carrots and turnips,2015,2015,1000 Int$,396399
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),426,Carrots and turnips,2016,2016,1000 Int$,397892
QV,Value of Agricultural Production,231,United States of America,152,Gross Production Value (constant 2014-2016 thousand I$),426,Carrots and turnips,2017,2017,1000 Int$,388639
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),426,Carrots and turnips,2015,2015,1000 SLC,963823
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),426,Carrots and turnips,2016,2016,1000 SLC,786054
QV,Value of Agricultural Production,231,United States of America,56,Gross Production Value (current thousand SLC),426,Carrots and turnips,2017,2017,1000 SLC,936516
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),426,Carrots and turnips,2015,2015,1000 SLC,867727
QV,Value of Agricultural Production,231,United States of America,55,Gross Production Value (constant 2014-2016 thousand SLC),426,Carrots and turnips,2016,2016,1000 SLC,870994
